Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-12-19 00:00:00-05:00,72.4800033569336,74.01000213623047,71.8499984741211,73.44000244140625,230042,0.0,0.0
2023-12-20 00:00:00-05:00,74.05999755859375,75.37000274658203,73.5999984741211,74.22000122070312,273364,0.0,0.0
2023-12-21 00:00:00-05:00,73.80999755859375,74.58000183105469,72.44000244140625,73.88999938964844,251982,0.0,0.0
2023-12-22 00:00:00-05:00,73.91000366210938,74.9800033569336,73.38999938964844,73.55999755859375,222600,0.0,0.0
2023-12-26 00:00:00-05:00,73.55999755859375,76.18000030517578,73.12999725341797,75.56999969482422,208715,0.0,0.0
2023-12-27 00:00:00-05:00,75.31999969482422,75.66000366210938,73.7699966430664,74.11000061035156,253323,0.0,0.0
2023-12-28 00:00:00-05:00,73.80000305175781,74.4000015258789,71.72000122070312,71.7699966430664,262748,0.0,0.0
2023-12-29 00:00:00-05:00,71.98999786376953,72.62000274658203,71.25,71.6500015258789,214486,0.0,0.0
2024-01-02 00:00:00-05:00,71.70999908447266,73.63999938964844,70.05999755859375,70.37999725341797,330992,0.0,0.0
2024-01-03 00:00:00-05:00,70.5,73.2300033569336,69.27999877929688,72.69999694824219,334861,0.0,0.0
2024-01-04 00:00:00-05:00,73.04000091552734,74.0,71.05999755859375,72.19000244140625,344467,0.0,0.0
2024-01-05 00:00:00-05:00,72.4000015258789,74.23999786376953,72.20999908447266,73.80999755859375,325525,0.0,0.0
2024-01-08 00:00:00-05:00,73.51000213623047,73.94999694824219,70.12999725341797,70.7699966430664,392249,0.0,0.0
2024-01-09 00:00:00-05:00,70.91000366210938,72.93000030517578,70.47000122070312,72.23999786376953,363445,0.0,0.0
2024-01-10 00:00:00-05:00,72.16999816894531,73.58999633789062,71.01000213623047,71.37000274658203,352772,0.0,0.0
2024-01-11 00:00:00-05:00,71.33000183105469,73.80999755859375,71.16999816894531,72.0199966430664,373645,0.0,0.0
2024-01-12 00:00:00-05:00,73.01000213623047,75.25,72.36000061035156,72.68000030517578,403636,0.0,0.0
2024-01-16 00:00:00-05:00,72.62999725341797,73.55999755859375,71.2300033569336,72.4000015258789,430437,0.0,0.0
2024-01-17 00:00:00-05:00,72.0,72.94999694824219,70.5,72.55999755859375,315679,0.0,0.0
2024-01-18 00:00:00-05:00,72.77999877929688,74.37999725341797,72.18000030517578,74.08000183105469,86646,0.0,0.0
2024-01-19 00:00:00-05:00,74.08000183105469,74.91000366210938,73.19999694824219,73.41000366210938,78234,0.0,0.0
2024-01-22 00:00:00-05:00,73.41000366210938,75.75,72.88999938964844,75.19000244140625,372284,0.0,0.0
2024-01-23 00:00:00-05:00,74.68000030517578,75.25,73.41000366210938,74.37000274658203,306060,0.0,0.0
2024-01-24 00:00:00-05:00,74.56999969482422,75.83000183105469,73.94000244140625,75.08999633789062,323726,0.0,0.0
2024-01-25 00:00:00-05:00,75.30000305175781,77.51000213623047,75.16000366210938,77.36000061035156,320177,0.0,0.0
2024-01-26 00:00:00-05:00,77.1500015258789,78.26000213623047,76.05999755859375,78.01000213623047,365456,0.0,0.0
2024-01-29 00:00:00-05:00,78.9000015258789,79.29000091552734,76.41000366210938,76.77999877929688,331925,0.0,0.0
2024-01-30 00:00:00-05:00,77.0199966430664,78.13999938964844,75.8499984741211,77.81999969482422,347242,0.0,0.0
2024-01-31 00:00:00-05:00,77.83999633789062,78.11000061035156,75.5199966430664,75.8499984741211,344493,0.0,0.0
2024-02-01 00:00:00-05:00,75.95999908447266,76.94999694824219,73.69999694824219,73.81999969482422,577936,0.0,0.0
2024-02-02 00:00:00-05:00,73.91000366210938,74.5199966430664,71.79000091552734,72.27999877929688,467768,0.0,0.0
2024-02-05 00:00:00-05:00,72.75,73.27999877929688,71.41000366210938,72.77999877929688,350843,0.0,0.0
2024-02-06 00:00:00-05:00,72.76000213623047,73.81999969482422,72.37999725341797,73.30999755859375,310955,0.0,0.0
2024-02-07 00:00:00-05:00,73.5,74.22000122070312,73.2300033569336,73.86000061035156,294955,0.0,0.0
2024-02-08 00:00:00-05:00,74.08000183105469,76.58999633789062,73.55999755859375,76.22000122070312,377906,0.0,0.0
2024-02-09 00:00:00-05:00,76.41999816894531,77.29000091552734,75.93000030517578,76.83999633789062,302612,0.0,0.0
2024-02-12 00:00:00-05:00,76.5999984741211,77.08999633789062,75.54000091552734,76.91999816894531,248476,0.0,0.0
2024-02-13 00:00:00-05:00,77.02999877929688,78.47000122070312,76.87000274658203,77.87000274658203,338174,0.0,0.0
2024-02-14 00:00:00-05:00,77.80999755859375,78.7699966430664,76.37999725341797,76.63999938964844,296131,0.0,0.0
2024-02-15 00:00:00-05:00,76.5999984741211,78.44000244140625,75.77999877929688,78.02999877929688,122432,0.0,0.0
2024-02-16 00:00:00-05:00,78.11000061035156,79.3499984741211,77.22000122070312,79.19000244140625,113713,0.0,0.0
2024-02-20 00:00:00-05:00,78.9800033569336,79.80000305175781,77.66999816894531,78.18000030517578,435235,0.0,0.0
2024-02-21 00:00:00-05:00,77.1500015258789,78.08000183105469,76.31999969482422,77.91000366210938,323243,0.0,0.0
2024-02-22 00:00:00-05:00,78.08999633789062,78.91999816894531,77.2300033569336,78.61000061035156,330511,0.0,0.0
2024-02-23 00:00:00-05:00,78.37000274658203,78.38999938964844,76.3499984741211,76.48999786376953,353437,0.0,0.0
2024-02-26 00:00:00-05:00,76.4000015258789,78.02999877929688,75.83999633789062,77.58000183105469,274710,0.0,0.0
2024-02-27 00:00:00-05:00,77.62000274658203,79.0,77.16999816894531,78.87000274658203,269236,0.0,0.0
2024-02-28 00:00:00-05:00,78.4800033569336,79.62000274658203,77.77999877929688,78.54000091552734,330043,0.0,0.0
2024-02-29 00:00:00-05:00,78.19999694824219,79.27999877929688,77.94000244140625,78.26000213623047,317939,0.0,0.0
2024-03-01 00:00:00-05:00,78.27999877929688,80.8499984741211,78.05000305175781,79.97000122070312,363417,0.0,0.0
2024-03-04 00:00:00-05:00,80.13999938964844,80.41000366210938,78.55999755859375,78.73999786376953,347214,0.0,0.0
2024-03-05 00:00:00-05:00,78.73999786376953,79.48999786376953,77.5199966430664,78.1500015258789,436521,0.0,0.0
2024-03-06 00:00:00-05:00,78.1500015258789,80.66999816894531,77.98999786376953,79.12999725341797,371049,0.0,0.0
2024-03-07 00:00:00-05:00,79.12999725341797,79.52999877929688,78.0199966430664,78.93000030517578,432923,0.0,0.0
