Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-12-19 00:00:00-05:00,14923.01953125,15003.7998046875,14921.599609375,15003.2197265625,5757180000,0.0,0.0
2023-12-20 00:00:00-05:00,14973.3603515625,15069.2900390625,14776.2900390625,14777.9404296875,6294700000,0.0,0.0
2023-12-21 00:00:00-05:00,14923.1396484375,14970.8095703125,14837.4697265625,14963.8701171875,5465640000,0.0,0.0
2023-12-22 00:00:00-05:00,15006.1796875,15047.1904296875,14927.1201171875,14992.9697265625,4796600000,0.0,0.0
2023-12-26 00:00:00-05:00,15028.6904296875,15101.1796875,15024.0595703125,15074.5703125,6120600000,0.0,0.0
2023-12-27 00:00:00-05:00,15089.66015625,15114.080078125,15051.669921875,15099.1796875,7480170000,0.0,0.0
2023-12-28 00:00:00-05:00,15142.08984375,15150.0703125,15087.2197265625,15095.1396484375,5090570000,0.0,0.0
2023-12-29 00:00:00-05:00,15099.2001953125,15111.41015625,14955.3701171875,15011.349609375,5441060000,0.0,0.0
2024-01-02 00:00:00-05:00,14873.7001953125,14887.7998046875,14682.3798828125,14765.9404296875,5791170000,0.0,0.0
2024-01-03 00:00:00-05:00,14641.4697265625,14694.580078125,14577.4404296875,14592.2099609375,5449950000,0.0,0.0
2024-01-04 00:00:00-05:00,14532.23046875,14632.76953125,14504.7802734375,14510.2998046875,5289220000,0.0,0.0
2024-01-05 00:00:00-05:00,14500.1103515625,14625.1904296875,14477.5703125,14524.0703125,5232820000,0.0,0.0
2024-01-08 00:00:00-05:00,14564.4697265625,14846.900390625,14560.2001953125,14843.76953125,6337770000,0.0,0.0
2024-01-09 00:00:00-05:00,14744.1298828125,14894.3203125,14716.7099609375,14857.7099609375,5068410000,0.0,0.0
2024-01-10 00:00:00-05:00,14877.7001953125,14998.2001953125,14842.7001953125,14969.650390625,4404590000,0.0,0.0
2024-01-11 00:00:00-05:00,15020.9501953125,15063.6103515625,14800.3798828125,14970.1904296875,5044690000,0.0,0.0
2024-01-12 00:00:00-05:00,15001.009765625,15047.25,14931.8798828125,14972.759765625,4958940000,0.0,0.0
2024-01-16 00:00:00-05:00,14908.259765625,15004.349609375,14863.8095703125,14944.349609375,6386180000,0.0,0.0
2024-01-17 00:00:00-05:00,14814.76953125,14865.759765625,14706.23046875,14855.6201171875,5181740000,0.0,0.0
2024-01-18 00:00:00-05:00,14994.51953125,15066.8095703125,14911.1103515625,15055.650390625,5587440000,0.0,0.0
2024-01-19 00:00:00-05:00,15122.3798828125,15310.9697265625,15087.2001953125,15310.9697265625,5604950000,0.0,0.0
2024-01-22 00:00:00-05:00,15393.0498046875,15438.849609375,15333.6298828125,15360.2900390625,5456240000,0.0,0.0
2024-01-23 00:00:00-05:00,15391.41015625,15432.349609375,15337.23046875,15425.9404296875,5207680000,0.0,0.0
2024-01-24 00:00:00-05:00,15560.6103515625,15629.0703125,15468.91015625,15481.919921875,4983210000,0.0,0.0
2024-01-25 00:00:00-05:00,15555.6201171875,15597.25,15430.6796875,15510.5,5281570000,0.0,0.0
2024-01-26 00:00:00-05:00,15474.849609375,15538.83984375,15433.0400390625,15455.3603515625,4510530000,0.0,0.0
2024-01-29 00:00:00-05:00,15470.66015625,15630.580078125,15449.8701171875,15628.0400390625,4979310000,0.0,0.0
2024-01-30 00:00:00-05:00,15604.080078125,15619.23046875,15484.669921875,15509.900390625,4719240000,0.0,0.0
2024-01-31 00:00:00-05:00,15324.1904296875,15405.5595703125,15158.490234375,15164.009765625,5875610000,0.0,0.0
2024-02-01 00:00:00-05:00,15254.01953125,15372.1298828125,15208.8798828125,15361.6396484375,5046920000,0.0,0.0
2024-02-02 00:00:00-05:00,15403.16015625,15664.2099609375,15366.7802734375,15628.9501953125,4800690000,0.0,0.0
2024-02-05 00:00:00-05:00,15613.990234375,15637.8798828125,15471.6796875,15597.6796875,4831020000,0.0,0.0
2024-02-06 00:00:00-05:00,15638.1904296875,15652.75,15515.25,15609.0,4759640000,0.0,0.0
2024-02-07 00:00:00-05:00,15690.349609375,15770.6796875,15645.8095703125,15756.6396484375,4567580000,0.0,0.0
2024-02-08 00:00:00-05:00,15762.23046875,15813.26953125,15739.1796875,15793.7099609375,5675850000,0.0,0.0
2024-02-09 00:00:00-05:00,15842.3798828125,16007.2900390625,15831.759765625,15990.66015625,5797260000,0.0,0.0
2024-02-12 00:00:00-05:00,15980.6201171875,16080.0703125,15917.8701171875,15942.5498046875,5458490000,0.0,0.0
2024-02-13 00:00:00-05:00,15598.8798828125,15770.419921875,15551.4404296875,15655.599609375,5599860000,0.0,0.0
2024-02-14 00:00:00-05:00,15781.7099609375,15865.509765625,15683.9404296875,15859.150390625,5092660000,0.0,0.0
2024-02-15 00:00:00-05:00,15865.2998046875,15911.2197265625,15779.7197265625,15906.169921875,6049100000,0.0,0.0
2024-02-16 00:00:00-05:00,15910.4296875,15917.41015625,15752.01953125,15775.650390625,5223800000,0.0,0.0
2024-02-20 00:00:00-05:00,15679.83984375,15730.4697265625,15508.5,15630.7802734375,5595700000,0.0,0.0
2024-02-21 00:00:00-05:00,15532.1201171875,15583.6796875,15451.650390625,15580.8701171875,4845740000,0.0,0.0
2024-02-22 00:00:00-05:00,15904.48046875,16061.8203125,15869.240234375,16041.6201171875,5653930000,0.0,0.0
2024-02-23 00:00:00-05:00,16094.7998046875,16134.2197265625,15954.5,15996.8203125,5077910000,0.0,0.0
2024-02-26 00:00:00-05:00,16014.4501953125,16054.900390625,15973.900390625,15976.25,5417630000,0.0,0.0
2024-02-27 00:00:00-05:00,16013.98046875,16046.099609375,15940.509765625,16035.2998046875,5423020000,0.0,0.0
2024-02-28 00:00:00-05:00,15969.1396484375,16003.5595703125,15924.7197265625,15947.740234375,5581690000,0.0,0.0
2024-02-29 00:00:00-05:00,16059.33984375,16115.9599609375,15931.7001953125,16091.919921875,6265340000,0.0,0.0
2024-03-01 00:00:00-05:00,16109.830078125,16302.240234375,16096.599609375,16274.9404296875,5457910000,0.0,0.0
2024-03-04 00:00:00-05:00,16264.2099609375,16289.0595703125,16199.0595703125,16207.509765625,5725470000,0.0,0.0
2024-03-05 00:00:00-05:00,16077.740234375,16087.5703125,15862.6298828125,15939.58984375,6356800000,0.0,0.0
2024-03-06 00:00:00-05:00,16092.0,16128.5595703125,15956.66015625,16031.5400390625,5511370000,0.0,0.0
2024-03-07 00:00:00-05:00,16147.3203125,16309.01953125,16096.009765625,16273.3798828125,5072790000,0.0,0.0
2024-03-08 00:00:00-05:00,16322.099609375,16449.69921875,16059.5,16085.1103515625,5411790000,0.0,0.0
2024-03-11 00:00:00-04:00,16052.6298828125,16085.9501953125,15978.0400390625,16019.26953125,4917620000,0.0,0.0
2024-03-12 00:00:00-04:00,16116.98046875,16275.4501953125,15992.98046875,16265.6396484375,5100330000,0.0,0.0
2024-03-13 00:00:00-04:00,16220.1103515625,16233.2998046875,16143.33984375,16177.76953125,4839000000,0.0,0.0
2024-03-14 00:00:00-04:00,16209.1904296875,16245.3203125,16039.6796875,16128.5302734375,5450980000,0.0,0.0
2024-03-15 00:00:00-04:00,16043.580078125,16055.330078125,15925.91015625,15973.169921875,8261950000,0.0,0.0
2024-03-18 00:00:00-04:00,16154.919921875,16247.58984375,16094.169921875,16103.4501953125,5025040000,0.0,0.0
2024-03-19 00:00:00-04:00,16031.9296875,16175.58984375,15951.8603515625,16166.7900390625,4758740000,0.0,0.0
2024-03-20 00:00:00-04:00,16185.759765625,16377.4404296875,16127.48046875,16369.41015625,5298380000,0.0,0.0
2024-03-21 00:00:00-04:00,16517.240234375,16538.859375,16393.900390625,16401.83984375,5134740000,0.0,0.0
2024-03-22 00:00:00-04:00,16387.830078125,16467.619140625,16361.0,16428.8203125,4339930000,0.0,0.0
2024-03-25 00:00:00-04:00,16335.2998046875,16441.169921875,16315.7197265625,16384.470703125,4636940000,0.0,0.0
2024-03-26 00:00:00-04:00,16446.849609375,16476.380859375,16312.9501953125,16315.7001953125,5144260000,0.0,0.0
2024-03-27 00:00:00-04:00,16424.759765625,16431.8203125,16279.169921875,16399.51953125,4768930000,0.0,0.0
2024-03-28 00:00:00-04:00,16377.23046875,16420.919921875,16347.3798828125,16379.4599609375,5174450000,0.0,0.0
2024-04-01 00:00:00-04:00,16397.05078125,16490.650390625,16327.8896484375,16396.830078125,4798390000,0.0,0.0
2024-04-02 00:00:00-04:00,16199.240234375,16251.41015625,16137.240234375,16240.4501953125,4710280000,0.0,0.0
2024-04-03 00:00:00-04:00,16178.7998046875,16340.740234375,16169.3095703125,16277.4599609375,5151500000,0.0,0.0
2024-04-04 00:00:00-04:00,16418.5703125,16468.0390625,16046.5595703125,16049.080078125,5368700000,0.0,0.0
2024-04-05 00:00:00-04:00,16095.400390625,16326.5,16080.48046875,16248.51953125,4578130000,0.0,0.0
2024-04-08 00:00:00-04:00,16285.1796875,16323.599609375,16220.7197265625,16253.9599609375,4386700000,0.0,0.0
2024-04-09 00:00:00-04:00,16328.759765625,16348.1796875,16141.150390625,16306.6396484375,4869190000,0.0,0.0
2024-04-10 00:00:00-04:00,16104.009765625,16200.099609375,16092.01953125,16170.3603515625,5308250000,0.0,0.0
2024-04-11 00:00:00-04:00,16236.2001953125,16464.599609375,16154.650390625,16442.19921875,4714750000,0.0,0.0
2024-04-12 00:00:00-04:00,16293.0302734375,16341.4599609375,16125.330078125,16175.08984375,4552740000,0.0,0.0
2024-04-15 00:00:00-04:00,16276.4697265625,16295.26953125,15863.8798828125,15885.01953125,4910550000,0.0,0.0
2024-04-16 00:00:00-04:00,15856.3798828125,15965.7900390625,15822.01953125,15865.25,5001860000,0.0,0.0
2024-04-17 00:00:00-04:00,15942.2900390625,15957.0302734375,15654.509765625,15683.3701171875,4991470000,0.0,0.0
2024-04-18 00:00:00-04:00,15705.6904296875,15786.1201171875,15587.5,15601.5,4932540000,0.0,0.0
2024-04-19 00:00:00-04:00,15547.099609375,15576.7001953125,15222.7802734375,15282.009765625,5316010000,0.0,0.0
2024-04-22 00:00:00-04:00,15396.1298828125,15539.0,15265.66015625,15451.3095703125,4616730000,0.0,0.0
2024-04-23 00:00:00-04:00,15525.5498046875,15730.349609375,15510.58984375,15696.6396484375,4951670000,0.0,0.0
2024-04-24 00:00:00-04:00,15805.599609375,15839.0,15634.4404296875,15712.75,4735870000,0.0,0.0
2024-04-25 00:00:00-04:00,15375.259765625,15644.509765625,15343.91015625,15611.759765625,4743640000,0.0,0.0
2024-04-26 00:00:00-04:00,15821.33984375,15981.0,15770.7197265625,15927.900390625,4694400000,0.0,0.0
2024-04-29 00:00:00-04:00,16007.0,16021.490234375,15885.8896484375,15983.080078125,4972520000,0.0,0.0
2024-04-30 00:00:00-04:00,15920.8896484375,15979.3603515625,15655.669921875,15657.8203125,5229400000,0.0,0.0
2024-05-01 00:00:00-04:00,15646.08984375,15926.2197265625,15557.6396484375,15605.48046875,5277790000,0.0,0.0
2024-05-02 00:00:00-04:00,15758.1103515625,15862.7900390625,15604.73046875,15840.9599609375,4901610000,0.0,0.0
2024-05-03 00:00:00-04:00,16147.48046875,16204.7099609375,16068.33984375,16156.330078125,4887310000,0.0,0.0
2024-05-06 00:00:00-04:00,16208.5400390625,16350.080078125,16197.8603515625,16349.25,4460130000,0.0,0.0
2024-05-07 00:00:00-04:00,16358.33984375,16397.390625,16303.83984375,16332.5595703125,5041870000,0.0,0.0
2024-05-08 00:00:00-04:00,16226.0703125,16341.650390625,16226.0703125,16302.759765625,4530190000,0.0,0.0
2024-05-09 00:00:00-04:00,16323.740234375,16362.7900390625,16241.98046875,16346.259765625,4505120000,0.0,0.0
2024-05-10 00:00:00-04:00,16389.01953125,16437.390625,16293.51953125,16340.8701171875,4402110000,0.0,0.0
2024-05-13 00:00:00-04:00,16400.310546875,16407.05078125,16334.8603515625,16388.240234375,4452750000,0.0,0.0
2024-05-14 00:00:00-04:00,16391.16015625,16526.26953125,16386.4296875,16511.1796875,7270240000,0.0,0.0
2024-05-15 00:00:00-04:00,16601.140625,16749.740234375,16544.08984375,16742.390625,8538990000,0.0,0.0
2024-05-16 00:00:00-04:00,16738.109375,16797.830078125,16693.44921875,16698.3203125,11932600000,0.0,0.0
2024-05-17 00:00:00-04:00,16708.490234375,16726.41015625,16613.83984375,16685.970703125,9587280000,0.0,0.0
2024-05-20 00:00:00-04:00,16702.01953125,16823.830078125,16695.689453125,16794.869140625,6861320000,0.0,0.0
2024-05-21 00:00:00-04:00,16736.099609375,16839.01953125,16719.970703125,16832.619140625,6245090000,0.0,0.0
2024-05-22 00:00:00-04:00,16839.01953125,16855.26953125,16712.08984375,16801.5390625,7277340000,0.0,0.0
2024-05-23 00:00:00-04:00,16996.390625,16996.390625,16678.369140625,16736.029296875,7752800000,0.0,0.0
2024-05-24 00:00:00-04:00,16786.7890625,16947.80078125,16771.580078125,16920.7890625,5836040000,0.0,0.0
2024-05-28 00:00:00-04:00,16988.310546875,17032.66015625,16917.509765625,17019.880859375,6293380000,0.0,0.0
