Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-12-19 00:00:00+05:30,21477.650390625,21505.05078125,21337.75,21453.099609375,249800,0.0,0.0
2023-12-20 00:00:00+05:30,21543.5,21593.0,21087.349609375,21150.150390625,363900,0.0,0.0
2023-12-21 00:00:00+05:30,21033.94921875,21288.349609375,20976.80078125,21255.05078125,277500,0.0,0.0
2023-12-22 00:00:00+05:30,21295.849609375,21390.5,21232.44921875,21349.400390625,284700,0.0,0.0
2023-12-26 00:00:00+05:30,21365.19921875,21477.150390625,21329.44921875,21441.349609375,219500,0.0,0.0
2023-12-27 00:00:00+05:30,21497.650390625,21675.75,21495.80078125,21654.75,256500,0.0,0.0
2023-12-28 00:00:00+05:30,21715.0,21801.44921875,21678.0,21778.69921875,393100,0.0,0.0
2023-12-29 00:00:00+05:30,21737.650390625,21770.30078125,21676.900390625,21731.400390625,270900,0.0,0.0
2024-01-01 00:00:00+05:30,21727.75,21834.349609375,21680.849609375,21741.900390625,154000,0.0,0.0
2024-01-02 00:00:00+05:30,21751.349609375,21755.599609375,21555.650390625,21665.80078125,263700,0.0,0.0
2024-01-03 00:00:00+05:30,21661.099609375,21677.0,21500.349609375,21517.349609375,311900,0.0,0.0
2024-01-04 00:00:00+05:30,21605.80078125,21685.650390625,21564.55078125,21658.599609375,339200,0.0,0.0
2024-01-05 00:00:00+05:30,21705.75,21749.599609375,21629.19921875,21710.80078125,309300,0.0,0.0
2024-01-08 00:00:00+05:30,21747.599609375,21763.94921875,21492.900390625,21513.0,231500,0.0,0.0
2024-01-09 00:00:00+05:30,21653.599609375,21724.44921875,21517.849609375,21544.849609375,228600,0.0,0.0
2024-01-10 00:00:00+05:30,21529.30078125,21641.849609375,21448.650390625,21618.69921875,217000,0.0,0.0
2024-01-11 00:00:00+05:30,21688.0,21726.5,21593.75,21647.19921875,212500,0.0,0.0
2024-01-12 00:00:00+05:30,21773.55078125,21928.25,21715.150390625,21894.55078125,294700,0.0,0.0
2024-01-15 00:00:00+05:30,22053.150390625,22115.55078125,21963.55078125,22097.44921875,345500,0.0,0.0
