ds,yhat,yhat_lower,yhat_upper
2024-08-29 18:30:00,25050.088082192728,24580.168980121718,25524.02781604864
2024-09-01 18:30:00,25083.12762055144,24648.39339040536,25510.59604877343
2024-09-02 18:30:00,25040.485021091386,24631.537185731966,25483.947205663895
2024-09-03 18:30:00,25048.279015018987,24612.793462879217,25466.26095728978
2024-09-04 18:30:00,25070.94955568345,24647.38461287792,25488.038425589493
2024-09-05 18:30:00,25147.74230064139,24734.286781734896,25591.32283963102
2024-09-08 18:30:00,25178.709131410582,24769.176694974918,25573.44256093098
2024-09-09 18:30:00,25135.37562942083,24718.230597242848,25569.955004261334
2024-09-10 18:30:00,25143.16962334848,24735.58611895987,25572.96293838791
2024-09-11 18:30:00,25165.840164012963,24732.932675102922,25599.53837431627
2024-09-12 18:30:00,25242.63290897076,24825.95858445838,25681.30669464867
2024-09-15 18:30:00,25239.492227902385,24824.365601194917,25629.600701641783
2024-09-16 18:30:00,25184.78955530003,24735.735173307527,25622.065819523246
2024-09-17 18:30:00,25181.214378615095,24756.99941982553,25631.01119650263
2024-09-18 18:30:00,25192.515748667014,24778.18166630969,25638.397169237734
2024-09-19 18:30:00,25257.93932301234,24848.960967415205,25675.693169500624
2024-09-22 18:30:00,25254.79864194377,24833.497551334764,25673.38922272913
2024-09-23 18:30:00,25200.09596934136,24774.874310458035,25631.85933278756
2024-09-24 18:30:00,25196.520792656567,24782.92725424196,25611.27032955413
2024-09-25 18:30:00,25190.172313962936,24756.70857142321,25587.40322977682
2024-09-26 18:30:00,25237.94603956248,24816.12460791493,25639.24679896079
2024-09-29 18:30:00,25181.855812256927,24762.317375408977,25609.33356690755
2024-09-30 18:30:00,25109.503290909204,24683.286649610352,25525.7154987774
2024-10-02 18:30:00,25081.929786784887,24659.934600052693,25494.062291937764
2024-10-03 18:30:00,25129.70351238449,24720.170894703653,25524.743305649623
2024-10-06 18:30:00,25073.61328507902,24658.31440459439,25495.964030157986
2024-10-07 18:30:00,25001.260763731094,24549.030697880757,25442.797643313173
2024-10-08 18:30:00,24980.035826158608,24538.328946654183,25416.874976845
2024-10-09 18:30:00,24973.6874353232,24519.05508581443,25404.119998131566
2024-10-10 18:30:00,25021.461248780957,24624.735476922047,25459.990370948224
2024-10-13 18:30:00,24965.371285049798,24558.983046610618,25397.775544089167
2024-10-14 18:30:00,24893.018851560108,24453.794994680753,25294.07972327597
2024-10-15 18:30:00,24871.79391398762,24466.58644562384,25313.53598285329
2024-10-16 18:30:00,24865.445523152004,24458.06043931373,25258.50549205417
2024-10-17 18:30:00,24913.219336609836,24447.026703527557,25324.69774083162
2024-10-20 18:30:00,24857.12937287884,24441.36319021604,25290.012383180976
2024-10-21 18:30:00,24784.77693938923,24398.495797059924,25241.154987552
2024-10-22 18:30:00,24763.552001816617,24334.615888216962,25221.71873889158
2024-10-23 18:30:00,24757.20361098107,24321.45511777425,25207.02845910565
2024-10-24 18:30:00,24804.97742443891,24376.295511941782,25236.52940365581
2024-10-27 18:30:00,24748.88746070783,24312.885174233583,25169.387411646858
2024-10-28 18:30:00,24676.53502721818,24250.920516773782,25114.551979801763
2024-10-29 18:30:00,24655.31008964564,24239.56460255956,25081.214619236125
2024-10-30 18:30:00,24648.961698810086,24216.227679301024,25060.289285530955
2024-10-31 18:30:00,24696.735512267882,24250.749145991485,25108.762684176007
2024-11-03 18:30:00,24640.645548536875,24196.748337336652,25044.81838067271
2024-11-04 18:30:00,24568.293115047123,24140.209924752104,25001.027227941926
2024-11-05 18:30:00,24547.06817747464,24140.36773663476,24970.760468357068
2024-11-06 18:30:00,24540.719786639154,24077.181635482408,24955.43025552613
2024-11-07 18:30:00,24588.49360009691,24159.922769862187,25034.95069402082
2024-11-10 18:30:00,24532.4036363658,24108.96388493295,24923.58180448804
2024-11-11 18:30:00,24460.051202876137,24036.775721746068,24887.363267995213
2024-11-12 18:30:00,24438.82626530364,23989.94287818941,24859.402732281367
2024-11-13 18:30:00,24432.477874468168,24008.28555875696,24856.34228422261
2024-11-17 18:30:00,24424.161724194902,23988.062180475717,24840.794660188683
2024-11-18 18:30:00,24351.809290705158,23923.831071710498,24779.818521284666
2024-11-20 18:30:00,24324.23596229728,23902.279087773306,24778.10408728922
2024-11-21 18:30:00,24372.00977575486,23957.590388900237,24788.466811065162
2024-11-24 18:30:00,24315.919812023836,23897.50110194054,24730.57047707861
2024-11-25 18:30:00,24243.5673785341,23823.640530120574,24703.485923085263
2024-11-26 18:30:00,24222.342440961664,23771.749042116222,24678.529877044715
2024-11-27 18:30:00,24215.994050126297,23820.141375814674,24640.211084465624
2024-11-28 18:30:00,24263.76786358389,23825.176816885396,24681.346801616215
2024-12-01 18:30:00,24207.677899852988,23771.13268282309,24634.288232728755
2024-12-02 18:30:00,24135.325466363047,23727.548755950622,24580.605180540417
2024-12-03 18:30:00,24114.100528790663,23690.629648514903,24529.61282367668
2024-12-04 18:30:00,24107.752137955147,23711.270834443465,24550.878409673376
2024-12-05 18:30:00,24155.525951412965,23722.935306345225,24576.69911491949
2024-12-08 18:30:00,24099.435987681918,23645.60395211916,24512.7530956215
2024-12-09 18:30:00,24027.083554192242,23566.24360868021,24450.34755998447
2024-12-10 18:30:00,24005.858616619666,23578.647411418562,24425.23492324207
2024-12-11 18:30:00,23999.510225784168,23607.130968095255,24412.131054510595
2024-12-12 18:30:00,24047.284039241837,23598.638620467824,24459.3782505
2024-12-15 18:30:00,23991.19407551096,23560.32618139744,24392.194537009364
2024-12-16 18:30:00,23918.841642021256,23499.545077599832,24346.615655873997
2024-12-17 18:30:00,23897.616704448672,23496.244757579712,24292.97547884475
2024-12-18 18:30:00,23891.268313613233,23459.10047758781,24276.42570666864
2024-12-19 18:30:00,23939.042127070912,23518.37442816,24362.62560246965
2024-12-20 18:30:00,23864.614381844665,23417.37786889995,24265.445966594147
2024-12-21 18:30:00,23849.151245152283,23416.59830780747,24285.939649851294
2024-12-22 18:30:00,23882.952163339887,23448.583669845895,24292.228146909783
2024-12-23 18:30:00,23810.59972985013,23381.245997025722,24263.06675629428
2024-12-24 18:30:00,23789.374792277686,23390.773674604392,24215.50913269961
2024-12-25 18:30:00,23783.02640144203,23352.765699205673,24203.230338989117
