ds,yhat,yhat_lower,yhat_upper
2024-07-23 04:00:00,104.25517093109299,103.68585641707816,104.83810446288639
2024-07-24 04:00:00,104.21272043723398,103.5968637090312,104.79164943988859
2024-07-25 04:00:00,104.15307199323324,103.555110022276,104.74367668591164
2024-07-26 04:00:00,104.08092743665449,103.53475757247804,104.6912294934169
2024-07-29 04:00:00,103.91486066310573,103.28343264597146,104.53451234490124
2024-07-30 04:00:00,103.90061346723228,103.33630428615928,104.52269163069379
2024-07-31 04:00:00,103.85816297337351,103.26600670617408,104.4301867942749
2024-08-01 04:00:00,103.74722085591873,103.12521966806013,104.33289340190619
2024-08-02 04:00:00,103.62378262588679,103.05937207383997,104.2117382354763
2024-08-05 04:00:00,103.30383483197578,102.72717441093283,103.94219869935996
2024-08-06 04:00:00,103.23829396264809,102.68609804250426,103.86860693682621
2024-08-07 04:00:00,103.14454979533633,102.5592706068575,103.73261458331645
2024-08-08 04:00:00,103.03360767788111,102.46757254111763,103.61028768008369
2024-08-09 04:00:00,102.91016944784752,102.35882595420942,103.53867040151002
2024-08-12 04:00:00,102.59022165393861,101.99738571460519,103.16835354005094
2024-08-13 04:00:00,102.52468075561524,101.95944208995009,103.08997907437887
2024-08-14 04:00:00,102.43093655930664,101.839135596888,103.01923326908681
2024-08-15 04:00:00,102.31999441285718,101.77098124840826,102.93150915385327
2024-08-16 04:00:00,102.19655615382793,101.60084976334592,102.77217537878727
2024-08-19 04:00:00,101.87660827293155,101.3019633359009,102.44873507697889
2024-08-20 04:00:00,101.81106737460716,101.25302223302694,102.39204172333942
2024-08-21 04:00:00,101.71732317830042,101.11402569619781,102.24751580260042
2024-08-22 04:00:00,101.60638103185089,101.0203806412362,102.19668736817589
2024-08-23 04:00:00,101.55688403629539,100.98715319362896,102.13206921966115
2024-08-26 04:00:00,101.45875994581954,100.89546810109609,102.0669767376494
2024-08-27 04:00:00,101.46716031097048,100.88803857544642,102.04978463829272
2024-08-28 04:00:00,101.44735737813674,100.84663148258639,102.0677500238854
2024-08-29 04:00:00,101.41035649516016,100.80926749225002,102.02925268288229
2024-08-30 04:00:00,101.3608594996054,100.78391949576805,101.99169038189656
2024-09-03 04:00:00,101.27113577427966,100.67424741741199,101.857876939094
2024-09-04 04:00:00,101.25133284144616,100.67278985071177,101.82640318703474
2024-09-05 04:00:00,101.21433202729263,100.60103878912182,101.80837307447541
2024-09-06 04:00:00,101.16483510056011,100.56369038142326,101.76426206313887
2024-09-09 04:00:00,101.06671121655062,100.47273080211696,101.68264468257271
2024-09-10 04:00:00,101.07511165052374,100.52386300677597,101.68525926486723
2024-09-11 04:00:00,101.05530878651308,100.48141714448884,101.60927519215997
2024-09-12 04:00:00,101.01830797235833,100.4275786063171,101.62587591222902
2024-09-13 04:00:00,100.96881104562655,100.37176993939543,101.52461997067209
2024-09-16 04:00:00,100.87068716161737,100.29584917859421,101.4277800393674
2024-09-17 04:00:00,100.92462547899599,100.3613488879587,101.53309427005163
2024-09-18 04:00:00,100.95036049838927,100.37753556902234,101.54512705538484
2024-09-19 04:00:00,100.95889756764228,100.39630704211174,101.54407355622392
2024-09-20 04:00:00,100.95493852431635,100.36227494099205,101.52457517200293
2024-09-23 04:00:00,100.99342829052478,100.39477548526796,101.57717653560317
2024-09-24 04:00:00,101.04736660790333,100.49193308608207,101.65098905968048
2024-09-25 04:00:00,101.07310162729668,100.48405457839127,101.62844869952981
2024-09-26 04:00:00,101.08163869654888,100.49778209699038,101.62521922291094
2024-09-27 04:00:00,101.20398047719526,100.58718400862669,101.79777928177276
2024-09-30 04:00:00,101.62137271532495,101.03573006321614,102.18214775638924
2024-10-01 04:00:00,101.80161185667785,101.24508234923839,102.421518101863
2024-10-02 04:00:00,101.95364770004548,101.41189974931508,102.54319473751863
2024-10-03 04:00:00,102.08848559327073,101.50673238864498,102.64737630147765
2024-10-04 04:00:00,102.21082737391787,101.5983827070748,102.78275118379831
2024-10-07 04:00:00,102.62821961204763,102.02671257086853,103.21190482956258
2024-10-08 04:00:00,102.80845875339953,102.20954776453375,103.42373932995785
2024-10-09 04:00:00,102.88556982366835,102.3165215413611,103.45008694453702
2024-10-10 04:00:00,102.94548294379372,102.39012172810777,103.52465548163802
2024-10-11 04:00:00,102.99289995134104,102.4109228840084,103.55898745056723
2024-10-14 04:00:00,103.18551787017148,102.63518948033762,103.78514665819844
2024-10-15 04:00:00,103.29083223842264,102.68959312978497,103.8452610618134
2024-10-16 04:00:00,103.3679433086917,102.79829805389623,103.93191266497045
2024-10-17 04:00:00,103.42785642881695,102.85114593720192,104.03700858924977
2024-10-18 04:00:00,103.47527343636501,102.88032258631245,104.09993931980345
2024-10-21 04:00:00,103.66789135519386,103.08120446657027,104.23230172461261
2024-10-22 04:00:00,103.77320572344826,103.195145006005,104.3720352954393
2024-10-23 04:00:00,103.8503167937151,103.31386433142369,104.4058769451509
2024-10-24 04:00:00,103.910229913841,103.30367565730322,104.45572432940935
2024-10-25 04:00:00,103.95764692138896,103.40136185131615,104.55323953304509
2024-10-28 04:00:00,104.1502648402179,103.54134177434659,104.73981117001141
2024-10-29 04:00:00,104.25557920847045,103.71252851331971,104.85098476526886
2024-10-30 04:00:00,104.33269027873844,103.77365299218113,104.94247539870724
2024-10-31 04:00:00,104.39260339886421,103.77221549039933,104.97253559589012
2024-11-01 04:00:00,104.44002040641091,103.82815180202817,105.03813597608062
2024-11-04 05:00:00,104.63763101809687,104.0746299491722,105.22616886578771
2024-11-05 05:00:00,104.73735911530459,104.15804129920825,105.29255493148231
2024-11-06 05:00:00,104.8241396329471,104.246229623774,105.41172360584132
2024-11-07 05:00:00,104.86725860058891,104.31126982269438,105.4377385046921
2024-11-08 05:00:00,104.94711666669214,104.37476806008016,105.53493852868954
2024-11-11 05:00:00,105.12000450311929,104.5420675544703,105.71637555881063
2024-11-12 05:00:00,105.21973260032769,104.61925819613641,105.76747286765868
2024-11-13 05:00:00,105.30651311797092,104.74131392604328,105.88356450271674
2024-11-14 05:00:00,105.34963208561209,104.78098009517224,105.92942406574085
2024-11-15 05:00:00,105.4294901517162,104.84531603759423,106.02807630522028
2024-11-18 05:00:00,105.60237798814332,105.04456769535716,106.15563115426491
2024-11-19 05:00:00,105.70210608535156,105.08812950244113,106.31100662519573
2024-11-20 05:00:00,105.78888660299498,105.20571375811245,106.4209307296975
2024-11-21 05:00:00,105.83200557063617,105.26198022500348,106.39030959591393
2024-11-22 05:00:00,105.91186363674005,105.31836010747122,106.49783216891745
2024-11-25 05:00:00,106.08475147316737,105.48447981666396,106.66872301519344
2024-11-26 05:00:00,106.18447957037466,105.64565117997732,106.73466463040462
2024-11-27 05:00:00,106.27126008801834,105.70255512978446,106.88164681314761
